epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,1.8797723293968562,0.23080942221448164,0.21183962346146964,1.848436105913586,0.2601880877742947,0.19648086281027638
2,1.7760188609444663,0.2908956328645448,0.26699797570587547,1.6722681310441758,0.351619644723093,0.285939184604773
3,1.7061327106441295,0.3316932990812905,0.31061819205751035,1.623924571937985,0.36276558690351796,0.29950692568146337
4,1.6542152573139222,0.3579483606914268,0.33493071974122424,1.5427078074879117,0.4068268895855103,0.3489392522336135
5,1.6096644208955897,0.3754952758305395,0.3565888818096053,1.496002017127143,0.41884360849878094,0.3497720665520423
6,1.583889365196228,0.3899072582400836,0.36868310877110694,1.4326497362719641,0.4500174155346569,0.37701707363116926
7,1.5598639545334414,0.39604650150215526,0.38170246736526614,1.4492782221900091,0.45262974573319403,0.40608451613524954
8,1.543914870133307,0.39770104933164974,0.38475728897988315,1.4146676222483316,0.46394984326018807,0.40478315712098084
9,1.5152508745950577,0.4197762006356947,0.39960577049220464,1.3789956602785323,0.46725879484500177,0.40651509434676475
10,1.5023840667477557,0.41855706012975136,0.40118407964145414,1.4198663221465218,0.4543712991988854,0.40484282136710703
11,1.4843740405146457,0.42578482170070103,0.409056965424905,1.3582599176300896,0.47474747474747475,0.41398986310381
12,1.476538124024702,0.4293551617538207,0.4144253082950238,1.348911006251971,0.4864158829676071,0.437148323957368
13,1.4668502243116373,0.43601689380415376,0.4224095071484382,1.3531638350751665,0.4820619993033786,0.4269895794186334
14,1.4501721267912713,0.4422432185309357,0.4253193998336239,1.3633523888058132,0.4777081156391501,0.4306959255997201
15,1.4415181846173692,0.44402838855749555,0.4256651731702644,1.3504918512370852,0.4773598049460118,0.4151345850247784
16,1.4029529019982703,0.45426046066094833,0.43797031585979607,1.3336841315031052,0.48693834900731453,0.4359639536876671
17,1.39371729245757,0.46057386685244045,0.4464962825451605,1.3155512147479587,0.494949494949495,0.4348109414843046
18,1.3859789576537098,0.46710497670570816,0.4509464509508443,1.2938812712828318,0.4998258446534309,0.4434443420220027
19,1.3800010285171627,0.4697609613793704,0.45523323460562465,1.2911943657530678,0.5017415534656914,0.4447881012951203
20,1.375870672690171,0.4683241172116515,0.4533481434439949,1.3036276658376058,0.5005224660397074,0.44953790666330545
21,1.3681393334626488,0.46915139112639875,0.45512167800038966,1.304732816418012,0.5003483106931382,0.4565300440404511
22,1.3616774007470496,0.4784255671180389,0.46159381664576415,1.2918120864364835,0.5,0.4430976939480278
23,1.3515012214442814,0.47751121173858146,0.46367643729546926,1.2821445359124077,0.5067920585161965,0.45325485583411423
24,1.3285329800960413,0.49166194975399485,0.4757074618730179,1.2605282531844244,0.5092302333681644,0.4565363724130026
25,1.3538615546684742,0.4760743675708625,0.4615358503689611,1.274454461203681,0.5088819226750261,0.4614032646326142
26,1.3323326299283498,0.48752558018025866,0.47502976420702636,1.2671740432580312,0.512539184952978,0.4606319265594587
27,1.324328750371933,0.48883180215091215,0.47388362653227295,1.2601399812433454,0.5165447579240683,0.4695319426958669
28,1.3360147793312922,0.48626289894196023,0.47250975719238325,1.2521006617281172,0.5198537095088819,0.4734385069303156
29,1.3184886403734637,0.48896242434797754,0.47539977813953355,1.2534272574716143,0.5205503308951585,0.4714700689097416
30,1.3223283392141125,0.4903557277833413,0.47689255353403415,1.2491841908958223,0.5154998258446535,0.4691543838210471
